Entity,Year,Annual CO₂ emissions from cement_x,Annual CO₂ emissions from cement_y,Annual CO₂ emissions from coal,Annual CO₂ emissions from gas,Annual CO₂ emissions from oil,Coal consumption - TWh,Coal production (TWh),Fossil fuels (% equivalent primary energy),Gas consumption - TWh,Gas production (TWh),Oil consumption - TWh,Oil production (TWh),Fossil fuels - % electricity
Sweden,2013,1402117.0,1402117.0,8743960.0,2357867.0,31339450.0,25.037483,0.0,32.612038,10.2365,0.0,164.07562,0.0,2.5354507
Sweden,2014,1399259.0,1399259.0,8291136.0,2054227.1,30381872.0,23.48541,0.0,31.632858,8.403749,0.0,160.58344,0.0,1.908049
Sweden,2015,1536918.0,1536918.0,8022145.5,1966602.0,30490650.0,23.468327,0.0,30.24342,9.33575,0.0,157.47282,0.0,1.9444444
Sweden,2016,1553613.0,1553613.0,8033881.0,2260651.0,30341356.0,23.028597,0.0,31.655247,9.988999,0.0,162.5844,0.0,2.3478093
Switzerland,2000,1724933.0,1724933.0,644585.0,5758819.0,35213890.0,1.6027778,0.0,48.907856,28.3,0.0,148.28627,0.0,3.0096793
Switzerland,2001,1757878.0,1757878.0,653786.0,5997844.0,36397060.0,1.675,0.0,48.782677,29.455555,0.0,158.69579,0.0,2.8712173
Switzerland,2002,1690594.0,1690594.0,594316.0,5894647.0,35018444.0,1.5444444,0.0,49.93187,28.91111,0.0,150.41983,0.0,3.1799417
Switzerland,2003,1653784.0,1653784.0,601893.0,6230164.0,35897944.0,1.5861111,0.0,49.819298,30.558332,0.0,146.38762,0.0,3.259872
Switzerland,2004,1752232.0,1752232.0,587733.0,6442417.0,36160590.0,1.5055555,0.0,50.60232,31.525,0.0,145.67651,0.0,3.3662128
Switzerland,2005,1847456.0,1847456.0,633297.0,6611807.0,36371176.0,1.6777776,0.0,53.823154,32.363888,0.0,148.30247,0.0,3.7543254
Switzerland,2006,1852745.0,1852745.0,679503.0,6438100.0,36104224.0,1.811111,0.0,52.554764,31.469442,0.0,151.99466,0.0,3.508772
Switzerland,2007,1885012.0,1885012.0,740519.0,6275114.0,34171320.0,2.0277777,0.0,48.70322,30.641666,0.0,137.10698,0.0,3.0558484
Switzerland,2008,1857862.0,1857862.0,680894.0,6681261.0,35208260.0,1.8222222,0.0,50.143177,32.64722,0.0,146.14087,0.0,2.99821
Switzerland,2009,1848138.0,1848138.0,636285.0,6402575.0,34402732.0,1.7194444,0.0,50.536293,31.336111,0.0,148.44896,0.0,2.9248538
Switzerland,2010,1954967.0,1954967.0,648868.0,7158874.0,35014600.0,1.7249999,0.0,49.888264,35.002777,0.0,137.77156,0.0,3.39137
Switzerland,2011,1925347.0,1925347.0,608218.0,6362988.0,31814878.0,1.5944444,0.0,50.07644,31.04722,0.0,133.62917,0.0,3.4192114
Switzerland,2012,1807619.0,1807619.0,557434.0,6958712.0,32668522.0,1.436111,0.0,48.900017,34.033333,0.0,136.13542,0.0,3.17041
Switzerland,2013,1832896.0,1832896.0,583454.0,7314027.0,33222474.0,1.5472221,0.0,49.96133,35.841667,0.0,142.49486,0.0,2.9553063
Switzerland,2014,1879666.0,1879666.0,602492.0,6355482.0,30160666.0,1.5833334,0.0,46.657364,31.04722,0.0,127.74399,0.0,2.6398401
Switzerland,2015,1714787.0,1714787.0,559674.0,6779945.0,29462646.0,1.4472222,0.0,48.782234,33.172222,0.0,129.33614,0.0,2.815196
Switzerland,2016,1768989.0,1768989.0,525239.0,7127107.0,29552630.0,1.3305556,0.0,50.109108,34.85,0.0,122.224594,0.0,3.5024552
Taiwan,1985,7108461.0,7108461.0,27000016.0,2377936.0,48247550.0,79.881065,14.779003,75.017494,12.4989195,15.355876,205.69667,2.17365,35.820892
Taiwan,1986,7298740.0,7298740.0,32924706.0,2161760.0,51948190.0,97.247536,13.722326,78.12711,11.388483,12.284701,229.20525,2.17365,44.870895
Taiwan,1987,7720054.0,7720054.0,36116050.0,2191072.0,52179024.0,105.21524,11.926247,76.43631,11.518417,13.206055,241.05962,2.8513765,41.818523
Taiwan,1988,8515769.0,8515769.0,41558430.0,2506257.0,60512920.0,121.93393,9.748579,80.503136,13.138313,7.3708205,281.1456,2.1785314,51.734604
Taiwan,1989,8889965.0,8889965.0,43684576.0,2546404.0,68005490.0,127.18467,6.239865,82.64405,13.235775,15.355876,313.0753,2.1725793,58.178898
Taiwan,1990,9093000.0,9093000.0,41350244.0,3405677.0,68746080.0,125.66011,3.7550924,80.70388,21.242907,24.56987,324.87567,2.4398158,54.247757
Taiwan,1991,9535000.0,9535000.0,45107120.0,5882373.0,71916504.0,137.64064,3.2024283,81.83091,30.850603,10.07569,337.32336,1.8984053,58.613438
Taiwan,1992,10333000.0,10333000.0,52047596.0,6085530.0,72200870.0,159.02312,2.54415,82.29872,30.593304,9.115906,350.88788,1.767883,59.752777
Taiwan,1993,11676000.0,11676000.0,57349036.0,5813495.0,76767464.0,178.814,2.3674397,84.11285,32.017345,8.597531,373.52438,1.1130133,64.13267
Taiwan,1994,11129000.0,11129000.0,60377740.0,7732154.0,79805100.0,186.09622,2.057927,84.43804,38.884525,9.530324,397.5515,1.2074133,64.64824
Taiwan,1995,10930000.0,10930000.0,62410960.0,8339544.5,85370490.0,191.85173,1.9166325,85.22937,43.456387,9.841254,432.55786,1.0168791,66.42158
Taiwan,1996,10611000.0,10611000.0,70493320.0,8753797.0,84901890.0,216.37762,1.1634346,84.95944,44.342564,9.426675,432.6465,1.2249892,66.52463
Taiwan,1997,10644000.0,10644000.0,80463630.0,10020129.0,86680250.0,247.48337,0.7508202,86.10008,52.02493,9.633855,444.44904,0.96343184,69.02129
Taiwan,1998,9975000.0,9975000.0,86094630.0,12507288.0,90005070.0,268.50342,0.59965944,86.36699,61.644417,9.219496,461.01413,0.81385,70.32278
Taiwan,1999,9262000.0,9262000.0,88143060.0,12543721.0,96376220.0,277.2957,0.6946277,86.93541,62.734764,9.219496,493.11035,0.74617386,71.48995
Taiwan,2000,8824000.0,8824000.0,110455690.0,13121111.0,92837200.0,326.856,0.6302741,87.630394,67.67396,9.219496,498.69077,0.62401414,76.13741
Taiwan,2001,9086000.0,9086000.0,115984264.0,14784615.0,89034130.0,342.99756,0.0,88.65381,72.894005,8.805136,515.8321,0.66426855,77.768936
Taiwan,2002,9774000.0,9774000.0,124768504.0,16435051.0,85473450.0,371.88583,0.0,88.68979,81.52753,9.633855,519.31537,0.6365042,77.89569
Taiwan,2003,9313000.0,9313000.0,134958690.0,17283486.0,85664824.0,396.44775,0.0,89.28818,84.14759,8.597957,542.6902,0.64309824,79.093124
Taiwan,2004,9546000.0,9546000.0,140475300.0,20152480.0,86564220.0,412.37943,0.0,89.58392,102.36428,8.805136,555.37933,0.55521303,79.588844
Taiwan,2005,9977000.0,9977000.0,144322560.0,21040018.0,89840424.0,419.94257,0.0,89.451126,103.200806,8.287187,559.4335,0.38991958,79.78901
Taiwan,2006,9812000.0,9812000.0,152156980.0,22164166.0,90824850.0,440.8106,0.0,89.75948,110.69848,4.454363,563.4888,0.28705165,80.4322
Taiwan,2007,9484000.0,9484000.0,161342050.0,23488874.0,84600070.0,461.68237,0.0,89.903076,117.44902,3.936414,584.51636,0.2193752,80.55201
Taiwan,2008,8504000.0,8504000.0,155265550.0,25264918.0,76774530.0,442.00507,0.0,89.62612,127.659584,3.2112846,552.1046,0.20029637,80.047
Taiwan,2009,7865000.0,7865000.0,146863280.0,24477830.0,72695896.0,421.60492,0.0,89.33172,124.667755,3.2112846,542.13293,0.1990723,79.19148
Taiwan,2010,8104999.5,8104999.5,157439260.0,30711082.0,73381650.0,452.32077,0.0,89.91937,154.79768,2.6933358,567.4767,0.17808183,80.28739
Taiwan,2011,8512000.0,8512000.0,161151570.0,33995704.0,71558720.0,468.85687,0.0,89.75464,170.3993,3.0041053,527.55475,0.1442458,80.369606
Taiwan,2012,7996000.0,7996000.0,158787170.0,36021460.0,68597360.0,458.43033,0.0,89.68913,178.85228,4.1125164,518.0272,0.14531969,80.23247
Taiwan,2013,8029999.5,8029999.5,160860940.0,35580972.0,67564080.0,467.62402,0.0,89.678535,179.37906,3.5531313,532.94696,0.14492251,79.83989
Taiwan,2014,7088000.0,7088000.0,161853140.0,37605636.0,68184230.0,472.62485,0.0,90.05107,188.68167,3.5324132,549.86957,0.14492251,80.51698
Taiwan,2015,6313000.0,6313000.0,159366670.0,40843476.0,67313860.0,458.4512,0.0,91.15361,201.80359,3.4806182,564.6124,0.14492251,82.46687
Taiwan,2016,5395000.0,5395000.0,159526670.0,42271690.0,70824640.0,464.03384,0.0,91.73154,209.65404,2.9937503,567.1863,0.14531969,83.83566
Thailand,1985,3105528.0,3105528.0,5979648.0,5679200.0,33027294.0,18.435015,17.357018,94.264465,32.459328,32.09128,128.48318,23.377903,83.93815
Thailand,1986,3048789.0,3048789.0,6107888.0,5408064.0,34203440.0,18.0871,17.673073,91.925,34.872524,37.439827,133.24893,22.965563,77.57706
Thailand,1987,3728969.0,3728969.0,9540200.0,8149950.0,32152180.0,26.114328,22.56314,94.80596,48.350864,52.30879,144.7503,21.104242,85.787056
Thailand,1988,4280527.0,4280527.0,9824320.0,9776570.0,36609212.0,26.906237,23.977057,95.73782,57.06445,61.998596,165.15652,24.180489,88.435715
Thailand,1989,5483193.0,5483193.0,11963860.0,10047270.0,43909490.0,32.77129,30.69919,94.5647,55.9458,61.936172,196.06447,23.819426,85.18533
Thailand,1990,6467676.0,6467676.0,16593670.0,10280438.0,53221480.0,45.351017,41.606102,95.88524,60.652523,67.498665,233.49513,28.371239,88.83509
Thailand,1991,5995297.0,5995297.0,19425120.0,13128998.0,56495428.0,53.114273,48.545338,96.56546,75.0936,83.651276,249.01418,32.836124,90.951744
Thailand,1992,8232115.5,8232115.5,20790330.0,14073717.0,62417280.0,56.846622,51.735832,97.107254,81.41338,89.24366,276.79462,38.406845,92.67064
Thailand,1993,12064484.0,12064484.0,23108700.0,16009632.0,70672250.0,63.319138,53.945007,97.77819,92.20895,100.44571,318.6915,39.468914,94.24994
Thailand,1994,13357180.0,13357180.0,26664370.0,18251688.0,78418650.0,73.21662,60.22411,97.58161,102.05028,111.035835,356.6699,39.733795,93.735275
Thailand,1995,15337002.0,15337002.0,30338550.0,18955714.0,88777470.0,83.52328,64.300316,96.75789,105.68729,117.56106,406.2014,38.619038,91.55255
Thailand,1996,17354594.0,17354594.0,36777270.0,22270252.0,96915496.0,101.62281,74.10745,96.84065,123.13908,135.9035,449.4449,43.918797,91.46801
Thailand,1997,19340000.0,19340000.0,38024010.0,28147818.0,95440104.0,104.803856,80.10027,97.02362,154.46603,167.30255,451.82095,49.89238,92.06247
Thailand,1998,13279191.0,13279191.0,30636810.0,30145914.0,85414780.0,84.08473,69.81311,97.6252,164.94919,181.63666,410.15347,51.891117,93.970566
Thailand,1999,16077055.0,16077055.0,32372970.0,33856340.0,84653710.0,89.39646,66.26717,98.39147,183.24121,198.96594,431.42215,56.512978,95.68691
Thailand,2000,15299003.0,15299003.0,33099590.0,39319850.0,79347130.0,91.6959,60.290333,97.42539,211.95367,208.95029,419.19824,82.92943,93.2789
Thailand,2001,17469888.0,17469888.0,36809860.0,42533710.0,75165440.0,102.077644,65.604416,97.42855,245.60527,203.24478,414.67337,90.50177,93.276566
Thailand,2002,19738906.0,19738906.0,39243670.0,46468764.0,78937736.0,108.9419,66.1669,97.18197,266.8925,212.44427,448.5174,99.43188,92.511986
Thailand,2003,17490356.0,17490356.0,39903270.0,49470316.0,83859650.0,111.272194,61.098713,97.27729,284.2218,222.17865,491.77512,116.088844,92.72037
Thailand,2004,18260328.0,18260328.0,44762740.0,52101930.0,91753064.0,124.67288,65.2471,97.686646,297.55035,231.47572,545.1012,113.605606,93.7646
Thailand,2005,20235752.0,20235752.0,48332640.0,54462090.0,90838660.0,134.76213,69.57916,97.72479,320.5919,245.1774,543.0306,138.73035,94.22679
Thailand,2006,21226394.0,21226394.0,51313092.0,55578940.0,87307810.0,143.81845,62.060894,97.02268,330.1123,251.7026,538.4671,151.06125,92.70361
Thailand,2007,22009884.0,22009884.0,57803010.0,59253170.0,84632800.0,161.62822,57.13045,97.03606,351.72043,269.03192,533.9063,159.3455,92.68926
Thailand,2008,19441362.0,19441362.0,62250788.0,63700204.0,78483590.0,174.30933,55.74603,96.98134,369.41727,297.9794,502.79688,168.27225,93.722496
Thailand,2009,18679548.0,18679548.0,62403388.0,67513440.0,79821890.0,174.89502,54.838264,96.84366,381.24442,293.8973,517.2305,174.30222,93.65319
Thailand,2010,18485520.0,18485520.0,64008440.0,77345360.0,80785150.0,179.48473,57.568233,97.09577,432.0556,337.151,535.20483,177.12204,94.43421
Thailand,2011,18206210.0,18206210.0,65349664.0,76016776.0,84608680.0,182.51888,69.68879,96.425285,443.1806,338.03885,543.33777,183.92622,92.17221
Thailand,2012,18745500.0,18745500.0,68154790.0,83615000.0,90833220.0,191.56169,55.276115,96.10957,486.33502,384.49857,572.83765,200.86676,91.92116
Thailand,2013,18913912.0,18913912.0,67148744.0,85503896.0,91381176.0,188.53526,54.446777,96.019295,488.64325,389.34747,579.4387,198.80962,92.49882
Thailand,2014,19722266.0,19722266.0,73793770.0,87092760.0,91136776.0,207.87042,53.64447,95.61107,499.4473,390.91992,584.37494,196.39471,91.82206
Thailand,2015,20023558.0,20023558.0,72142510.0,88912050.0,95217570.0,204.07373,44.87676,95.68401,509.60953,374.77267,608.77734,204.66713,92.23415
Thailand,2016,23053166.0,23053166.0,73600150.0,87759170.0,98923976.0,208.03029,50.06937,95.27254,505.64255,372.73706,630.47046,210.82658,91.06328
Thailand,2017,22388464.0,22388464.0,73823980.0,85289050.0,101146090.0,208.8567,47.747345,94.54122,500.83792,359.46515,648.6053,204.25745,88.89267
Thailand,2018,22465832.0,22465832.0,78564280.0,84331624.0,102371330.0,222.66977,43.679813,93.44193,500.1961,347.28116,661.83435,197.32396,85.64357
Thailand,2019,22304276.0,22304276.0,70060380.0,85269530.0,103644750.0,198.45288,41.071766,92.85032,509.39563,357.72687,668.8048,196.86758,85.13752
Thailand,2020,21925554.0,21925554.0,74799180.0,78208376.0,96312504.0,212.18327,38.171604,92.83806,468.52917,327.01578,599.8433,176.03467,85.78876
Thailand,2021,21151106.0,21151106.0,76647520.0,78000560.0,90919710.0,217.27417,40.968807,92.79169,470.1373,315.2594,603.2257,163.69745,84.99093
Thailand,2022,21151106.0,21151106.0,69761290.0,75610530.0,103814720.0,197.55916,39.29714,92.67255,443.1806,256.43073,662.66675,134.91685,84.219574
Trinidad and Tobago,2010,311028.0,311028.0,0.0,42007760.0,4638624.0,0.0,0.0,99.99477,207.40086,402.9303,26.45826,72.47567,100.0
Trinidad and Tobago,2011,323163.0,323163.0,0.0,41450830.0,4906096.0,0.0,0.0,99.994705,204.81319,386.85214,24.849274,68.34508,100.0
Trinidad and Tobago,2012,254112.98,254112.98,0.0,40578800.0,4722896.0,0.0,0.0,99.99465,202.35985,385.32407,23.729593,60.269722,100.0
Trinidad and Tobago,2013,311640.0,311640.0,0.0,41069776.0,3854528.0,0.0,0.0,99.99478,203.5563,387.4726,26.728502,59.410603,100.0
Trinidad and Tobago,2014,324491.0,324491.0,0.0,41300610.0,4759536.0,0.0,0.0,99.99421,205.10089,380.67203,23.999119,58.77991,100.0
Trinidad and Tobago,2015,325654.0,325654.0,0.0,39662800.0,5133264.0,0.0,0.0,99.99324,196.0477,359.55856,26.241308,56.10478,99.895515
Trinidad and Tobago,2016,279520.0,279520.0,0.0,35203710.0,4056048.0,0.0,0.0,99.992424,169.4447,312.817,27.774534,50.37355,99.893845
Turkey,1985,7793252.0,7793252.0,46800270.0,124576.0,50944256.0,138.78079,123.69214,90.77069,0.46917498,0.6030885,211.20892,26.232836,64.782906
Turkey,1986,8797621.0,8797621.0,52226656.0,846384.0,53747216.0,152.72516,132.12297,91.62572,4.00235,4.829401,228.74448,29.431963,69.98045
Turkey,1987,9592709.0,9592709.0,55489716.0,1377625.0,61982140.0,161.23831,141.99194,88.486725,4.99815,3.0183756,258.14014,32.63109,57.892944
Turkey,1988,9820802.0,9820802.0,53725230.0,2304656.0,58876816.0,155.8885,128.89728,83.731476,11.35595,0.9046327,274.34244,32.07891,39.60723
Turkey,1989,10223964.0,10223964.0,58722930.0,5474016.0,63149040.0,175.67114,148.5115,89.71724,30.189974,1.8092654,258.52664,35.830215,65.40912
Turkey,1990,10444545.0,10444545.0,70204184.0,7647166.0,60119760.0,186.52194,136.33606,87.7803,32.296474,2.2575953,274.5052,46.70724,59.62809
Turkey,1991,12020777.0,12020777.0,74989880.0,9144502.0,58788720.0,199.25679,127.97628,88.247314,39.5639,2.161754,267.47232,56.304623,62.15139
Turkey,1992,13265446.0,13265446.0,75080250.0,9926127.0,63245764.0,198.53574,140.92418,86.92042,43.288574,2.1085088,282.56644,53.89257,60.371197
Turkey,1993,13048641.0,13048641.0,70566216.0,11087509.0,73135900.0,183.70747,134.32036,84.62765,47.415398,2.129807,323.75943,48.62672,53.813847
Turkey,1994,13493191.0,13493191.0,68585130.0,11348134.0,70629990.0,184.25407,140.8028,85.69502,50.278324,2.1191578,309.5861,46.06742,60.781307
Turkey,1995,14132700.0,14132700.0,71100570.0,14441191.0,78056490.0,192.33693,140.5242,85.0758,65.04298,1.9381243,347.14798,43.17506,58.429966
Turkey,1996,14661749.0,14661749.0,82694136.0,16820226.0,82120020.0,216.35289,142.9979,84.456055,75.69995,2.1937013,362.57162,43.099678,57.058514
Turkey,1997,15104551.0,15104551.0,90549440.0,20788174.0,81899000.0,241.69466,152.56772,85.33404,93.07857,2.6968265,357.10147,43.45553,61.0939
Turkey,1998,15292272.0,15292272.0,94056620.0,21657846.0,77470880.0,250.76605,162.179,84.85839,98.344826,6.0167046,356.4586,41.751667,61.664566
Turkey,1999,14589779.0,14589779.0,84306024.0,26717690.0,78876200.0,232.9954,154.49995,87.24625,118.55765,7.7844443,354.80182,37.812798,70.01889
Turkey,2000,15183734.0,15183734.0,98618660.0,30118234.0,82614216.0,261.22144,145.23756,89.342834,139.46945,6.804733,371.8375,33.795773,74.93968
Turkey,2001,15086930.0,15086930.0,84600940.0,32578484.0,78144670.0,214.60838,142.83325,90.89149,153.45853,3.3224988,346.00433,30.71161,80.08183
Turkey,2002,15513293.0,15513293.0,87319850.0,34765864.0,80255170.0,224.14499,132.12025,88.4642,166.39435,4.0253353,369.92813,29.863188,73.55552
Turkey,2003,16021782.0,16021782.0,92078264.0,43192864.0,81859310.0,242.09007,125.336006,88.669876,200.48134,5.9634595,364.5803,28.900822,74.51079
Turkey,2004,17207184.0,17207184.0,93453304.0,44367636.0,85842936.0,256.86017,122.48965,86.30831,211.6841,7.326536,372.77118,27.216238,69.071
Turkey,2005,19117008.0,19117008.0,102177560.0,54858680.0,84446300.0,257.6859,130.41881,88.58141,257.23236,9.552184,368.01846,27.94196,75.4008
Turkey,2006,20840534.0,20840534.0,111676136.0,62166116.0,83084480.0,304.33383,153.05081,88.52263,291.97046,9.637377,382.60815,26.97433,74.727516
Turkey,2007,22779556.0,22779556.0,126159040.0,72005240.0,87865784.0,342.6663,172.08908,91.20826,338.9071,9.509588,389.5363,26.234587,80.95288
Turkey,2008,24849844.0,24849844.0,122958160.0,71548280.0,86880184.0,344.20148,193.91866,91.77336,352.98236,10.840604,384.22247,26.679838,82.64333
Turkey,2009,27039664.0,27039664.0,130449190.0,71360090.0,83740040.0,359.34375,202.38525,91.07019,337.22192,7.2910256,391.05646,29.563433,80.409775
Turkey,2010,29977052.0,29977052.0,129772460.0,71654616.0,80522860.0,365.62393,203.80408,87.714264,358.21033,7.265645,381.20822,30.926998,73.60117
Turkey,2011,31454102.0,31454102.0,135424780.0,86047640.0,84197190.0,394.01044,207.81644,88.07263,418.39877,8.0888605,373.02145,29.263466,74.66417
Turkey,2012,31371620.0,31371620.0,141827310.0,87093544.0,89727500.0,424.43686,197.90771,87.41843,433.19214,6.734379,391.92316,28.714798,72.75879
Turkey,2013,33913068.0,33913068.0,125597740.0,86692264.0,94356790.0,367.0916,179.69855,86.38037,439.66486,5.724778,419.09512,29.587759,71.1427
Turkey,2014,34498396.0,34498396.0,130463640.0,93536740.0,98997704.0,420.1454,190.25516,90.12123,466.46527,5.1035295,431.09515,30.501036,79.08752
Turkey,2015,34440796.0,34440796.0,139390290.0,96437580.0,108642696.0,404.02606,148.79759,85.88931,459.59042,4.054511,516.4031,31.037432,67.984535
Turkey,2016,37527870.0,37527870.0,152272200.0,91851896.0,117847420.0,447.26016,179.79745,85.452995,445.046,3.9055278,549.4394,31.756136,67.02839
Ukraine,1992,8678928.0,8678928.0,245344370.0,197129870.0,129120136.0,843.9732,815.0385,90.80926,979.9518,198.7463,474.0513,56.144535,67.854614
Ukraine,1993,6397554.0,6397554.0,235880260.0,165866200.0,94482344.0,751.6938,694.3136,88.90377,879.3105,181.7109,341.12872,53.102497,62.70747
Ukraine,1994,4990997.0,4990997.0,185817340.0,144306050.0,77579624.0,599.9433,571.3583,87.80549,769.83905,172.24681,294.87924,52.99115,60.343815
Ukraine,1995,3407574.0,3407574.0,174092620.0,134047680.0,72310260.0,593.12476,497.49072,87.59074,721.27875,160.68166,305.8107,51.546833,58.83045
Ukraine,1996,2160781.0,2160781.0,146215140.0,137898990.0,60778824.0,446.30518,376.36407,85.422554,836.6273,162.44197,189.81409,51.947865,52.117035
Ukraine,1997,2415373.0,2415373.0,154304820.0,129718620.0,49467530.0,435.42834,390.50162,84.69312,753.34314,164.85533,219.58102,51.879807,50.156303
Ukraine,1998,2787527.0,2787527.0,123078690.0,155920960.0,42552988.0,446.23398,399.71887,83.794586,697.50494,158.6374,200.8744,49.10252,47.51053
Ukraine,1999,2534926.0,2534926.0,123714056.0,130366610.0,37528380.0,441.38275,422.01147,84.38233,741.03986,159.90086,151.31075,47.584324,49.942055
Ukraine,2000,2261373.0,2261373.0,122877680.0,124324990.0,31612254.0,448.2814,422.69614,84.05437,741.9862,157.88028,142.37784,46.192345,48.428772
Ukraine,2001,2474660.0,2474660.0,131830640.0,130432600.0,33996172.0,436.4513,419.522,83.99631,719.27234,161.56181,157.05496,46.510456,49.094055
Ukraine,2002,2817473.0,2817473.0,136227950.0,116283520.0,35368290.0,439.19794,417.74255,84.123085,707.9154,176.78958,159.51822,46.95478,49.640865
Ukraine,2003,3612127.0,3612127.0,132443740.0,128304000.0,37249308.0,451.35873,405.3614,84.08032,722.1116,182.96964,165.02756,49.47297,49.784027
Ukraine,2004,4264070.0,4264070.0,135323420.0,128408616.0,36468788.0,428.85007,402.79318,82.684715,716.4331,193.66408,165.99037,53.91576,45.845207
Ukraine,2005,4785321.0,4785321.0,135905500.0,130363010.0,36258830.0,433.76498,403.2934,82.59812,722.1116,196.73991,170.2302,55.212765,45.726704
Ukraine,2006,5484277.0,5484277.0,154040480.0,126737590.0,40507836.0,466.3887,410.54025,82.57117,700.3442,199.63594,174.57892,57.286633,46.722794
Ukraine,2007,6164170.0,6164170.0,161469340.0,119443760.0,43120212.0,496.1009,404.69516,82.643616,660.5949,199.73058,180.38,56.21276,47.51083
Ukraine,2008,6293777.0,6293777.0,154640050.0,114802250.0,43890550.0,486.11075,404.14325,82.35805,627.47046,202.94838,172.89476,52.397133,47.211548
Ukraine,2009,2590089.0,2590089.0,136610700.0,89978050.0,42693068.0,417.1681,375.0599,80.75066,489.08627,203.37425,168.17966,49.234146,45.25661
Ukraine,2010,2881962.0,2881962.0,145421090.0,100442110.0,39840484.0,444.85913,373.8456,80.74911,545.60596,194.27925,161.75578,43.91667,45.69431
Ukraine,2011,3901123.0,3901123.0,153853440.0,104231496.0,39774140.0,482.5287,422.40073,81.701836,561.26904,195.44333,161.0955,41.457455,47.966145
Ukraine,2012,3281461.0,3281461.0,158981390.0,97269704.0,38465384.0,496.81033,454.64465,81.42546,518.38715,193.92908,159.76318,41.746567,49.029564
Ukraine,2013,3396788.0,3396788.0,160185140.0,90476550.0,37340292.0,481.796,444.4763,81.06352,476.99112,201.58554,151.43327,38.449615,49.416065
Ukraine,2014,3299186.0,3299186.0,138372740.0,75185130.0,35340724.0,413.74887,303.13525,78.66022,403.17108,202.19125,133.5871,34.17073,46.089046
Ukraine,2015,3277512.0,3277512.0,119392940.0,65486548.0,30489248.0,318.0107,199.39024,75.47989,319.88693,188.33578,119.47356,30.504324,42.124878
Ukraine,2016,3626985.0,3626985.0,126828010.0,64066896.0,34123990.0,377.3935,211.78043,77.78734,314.20847,190.22862,125.16151,28.340725,45.18775
United Kingdom,1985,6612434.0,6612434.0,234314930.0,107940740.0,205724930.0,731.2828,657.9324,92.25953,542.22546,415.31894,932.1647,1484.116,76.61001
United Kingdom,1986,6650219.0,6650219.0,248487220.0,108266840.0,201313520.0,789.77,762.8349,92.60333,551.25037,436.64835,934.29486,1477.8009,77.83512
United Kingdom,1987,7096494.0,7096494.0,259297600.0,107509090.0,193726670.0,809.08746,734.88806,93.105446,566.16,457.14038,908.5694,1434.5721,79.68038
United Kingdom,1988,8188447.0,8188447.0,249779400.0,105863270.0,206462620.0,785.39716,736.2139,92.17503,539.2831,440.23038,966.5029,1331.1582,76.59515
United Kingdom,1989,8358009.5,8358009.5,245895040.0,104710450.0,222612600.0,755.99646,708.0577,91.25354,527.025,431.11246,987.9981,1066.5873,74.4883
United Kingdom,1990,7295263.0,7295263.0,252689660.0,113517624.0,217799800.0,755.3103,656.43207,91.8823,548.7383,476.03915,1000.72107,1065.3545,77.645035
United Kingdom,1991,5994176.0,5994176.0,253622510.0,121693416.0,218390340.0,756.5896,669.3646,91.574265,592.7694,530.02563,996.0562,1061.3539,76.529976
United Kingdom,1992,5456386.0,5456386.0,237746930.0,122295510.0,218446770.0,711.3838,599.1078,90.6951,589.92017,538.9923,1007.1834,1096.1392,74.109146
United Kingdom,1993,5524922.0,5524922.0,207685860.0,137590690.0,219163180.0,619.4836,483.66843,89.48506,672.27216,633.69543,1012.2387,1165.1981,70.576584
United Kingdom,1994,6367810.0,6367810.0,195375630.0,145455300.0,215736320.0,578.4064,345.45752,89.32719,692.2525,676.54034,1001.6665,1471.6835,70.829254
United Kingdom,1995,6284903.0,6284903.0,181699260.0,154253800.0,211595040.0,551.91327,380.89413,89.32077,738.0863,740.45337,989.9536,1510.6672,71.6555
United Kingdom,1996,6416449.0,6416449.0,173071520.0,177542510.0,216892460.0,515.97656,362.10464,89.318214,859.84076,880.60767,1014.60156,1508.8878,71.39681
United Kingdom,1997,6710493.0,6710493.0,154728660.0,182886750.0,207743340.0,460.17584,352.42877,88.58565,884.1824,898.50867,985.44324,1487.2793,69.96321
United Kingdom,1998,6838169.0,6838169.0,154087840.0,191361380.0,204933890.0,448.6912,299.55554,88.36679,919.40485,943.9731,975.2312,1542.5217,70.18555
United Kingdom,1999,6530861.0,6530861.0,138313400.0,205231250.0,201663020.0,398.9171,270.04004,88.6658,978.87683,1037.367,962.657,1594.4614,71.54693
United Kingdom,2000,6331884.0,6331884.0,144443090.0,210131000.0,198237970.0,427.1478,227.38368,89.806725,1013.4171,1134.5905,952.3115,1468.2295,74.81303
United Kingdom,2001,5843838.0,5843838.0,153533660.0,210160350.0,198650750.0,452.54538,232.23672,89.48138,1008.53186,1108.1367,947.91754,1356.9696,74.10661
United Kingdom,2002,5988265.0,5988265.0,141691090.0,207030380.0,196130340.0,415.30847,218.73215,89.36133,995.34143,1084.8645,940.8127,1348.4318,74.4422
United Kingdom,2003,5867549.0,5867549.0,153102780.0,208462270.0,194397360.0,443.14835,205.10464,89.51769,998.0918,1078.061,948.3188,1233.6282,75.04331
United Kingdom,2004,5976630.0,5976630.0,147662290.0,211734180.0,197952290.0,432.50574,172.28691,90.17344,1019.879,1009.1314,974.372,1109.1997,76.101746
